ticker,sector,ind,country,atr,ipo,index
"GPRO","Consumer Goods","Photographic Equipment & Supplies","USA","0.20","2014-06-26","0"
"ANTE","Services","Marketing Services","China","0.05",NULL,"0"
"TRMD","Services","Shipping","Denmark","0.56",NULL,"0"
"TKAT","Services","Specialty Retail, Other","Hong Kong","0.07",NULL,"0"
"SOXL","Financial","Exchange Traded Fund","USA","10.06","2010-03-11","0"
"PS","Technology","Application Software","USA","0.86",NULL,"0"
"REZI","Services","Security & Protection Services","USA","0.65",NULL,"0"
"CPSS","Financial","Credit Services","USA","0.09","1993-02-22","0"
"NTWK","Technology","Application Software","USA","0.24","1998-09-25","0"
"PRSC","Healthcare","Specialized Health Services","USA","1.98","2003-08-20","0"
"SDI",,,,NULL,NULL,"0"
"HQY","Technology","Healthcare Information Services","USA","3.16","2014-07-31","0"
"TRNS","Technology","Scientific & Technical Instruments","USA","0.80","1990-03-27","0"
"AXL","Consumer Goods","Auto Parts","USA","0.52","1999-01-29","0"
"MTW","Industrial Goods","Farm & Construction Machinery","USA","0.78","1990-03-26","0"
"YCBD","Services","Marketing Services","USA","0.31",NULL,"0"
"SKY","Industrial Goods","Manufactured Housing","USA","1.22","1981-12-31","0"
"LGL","Industrial Goods","Industrial Electrical Equipment","USA","0.37","1992-03-17","0"
"GASX","Financial","Exchange Traded Fund","USA","7.95","2010-07-14","0"
"NDLS","Services","Restaurants","USA","0.35","2013-06-28","0"
"ORGS","Healthcare","Biotechnology","USA","0.22",NULL,"0"
"ZDGE","Technology","Multimedia & Graphics Software","USA","0.09",NULL,"0"
"TECL","Financial","Exchange Traded Fund","USA","8.07","2008-12-30","0"
"ETSY","Services","Specialty Retail, Other","USA","2.36",NULL,"0"
"PFIN","Industrial Goods","Small Tools & Accessories","USA","0.20","1992-03-03","0"
"FLR","Industrial Goods","Heavy Construction","USA","1.00","2000-12-01","1"
"EPIX","Healthcare","Drug Manufacturers - Other","Canada","0.22",NULL,"0"
"DLBS","Financial","Exchange Traded Fund","USA","0.60","2010-08-10","0"
"MNOV","Healthcare","Biotechnology","USA","0.31","2006-12-08","0"
"USAP","Basic Materials","Steel & Iron","USA","0.98","1994-12-28","0"
"GLL","Financial","Exchange Traded Fund","USA","1.35","2008-12-03","0"
"QLVE","Financial","Exchange Traded Fund","USA","0.24",NULL,"0"
"TGEN","Industrial Goods","Diversified Machinery","USA","0.19","2014-05-20","0"
"QES","Basic Materials","Oil & Gas Equipment & Services","USA","0.18",NULL,"0"
"AHC","Services","Publishing - Newspapers","USA","0.09","2008-02-11","0"
"NVFY","Consumer Goods","Home Furnishings & Fixtures","USA","0.04","2011-10-17","0"
"OMI","Services","Medical Equipment Wholesale","USA","0.62","1988-12-16","0"
"PDD","Services","Specialty Retail, Other","China","1.28",NULL,"0"
"AZRE","Utilities","Electric Utilities","India","0.21",NULL,"0"
"FEN","Financial","Asset Management","USA","0.24","2004-06-25","0"
"FXNC",,,,NULL,NULL,"0"
"BLRX","Healthcare","Biotechnology","Israel","0.21","2011-07-27","0"
"DLA","Consumer Goods","Textile - Apparel Clothing","USA","0.85","2000-07-03","0"
"AIM","Industrial Goods","Aerospace/Defense Products & Services","USA","0.21",NULL,"0"
"RRTS","Services","Air Delivery & Freight Services","USA","0.89","2010-05-13","0"
"MAR","Services","Lodging","USA","2.69","1993-10-13","1"
"TWOU","Technology","Application Software","USA","0.98","2014-03-28","0"
"SIMO","Technology","Diversified Electronics","Taiwan","0.96","2005-06-30","0"
"RUHN","Services","Specialty Retail, Other","China","0.64",NULL,"0"
"FSEA",,,,NULL,NULL,"0"
"CC","Basic Materials","Specialty Chemicals","USA","0.91",NULL,"0"
"VTSI","Technology","Multimedia & Graphics Software","USA","0.23",NULL,"0"
"DECK","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","4.28","1993-10-15","0"
"APPS","Technology","Application Software","USA","0.50",NULL,"0"
"AZRX","Healthcare","Biotechnology","USA","0.08",NULL,"0"
"TV","Services","Broadcasting - TV","Mexico","0.33","1993-12-14","0"
"CISN","Technology","Application Software","USA","0.39",NULL,"0"
"BIG","Services","Discount, Variety Stores","USA","1.21","1985-06-20","0"
"SITO","Technology","Wireless Communications","USA","0.08",NULL,"0"
"CSGP","Financial","Property Management","USA","16.18","1998-07-01","0"
"VNRX","Healthcare","Medical Laboratories & Research","Singapore","0.21",NULL,"0"
"HJLI","Healthcare","Medical Appliances & Equipment","USA","0.07",NULL,"0"
"AEYE",,,,NULL,NULL,"0"
"MDWD","Healthcare","Biotechnology","Israel","0.18","2014-03-20","0"
"FBIO","Healthcare","Biotechnology","USA","0.13",NULL,"0"
"NC","Consumer Goods","Home Furnishings & Fixtures","USA","1.12","1977-06-17","0"
"CFBK","Financial","Savings & Loans","USA","0.22","1998-12-30","0"
"UUU","Services","Security & Protection Services","USA","0.07","1995-08-18","0"
"ORMP","Healthcare","Biotechnology","USA","0.16","2007-05-01","0"
"DCAR","Technology","Application Software","USA","0.09",NULL,"0"
"SEED","Consumer Goods","Farm Products","China","0.41","2004-05-05","0"
"GNE","Basic Materials","Independent Oil & Gas","USA","0.34","2011-10-26","0"
"RYI","Industrial Goods","Metal Fabrication","USA","0.44","2014-08-08","0"
"DCHF","Financial","Exchange Traded Fund","USA","0.51",NULL,"0"
"TRVN","Healthcare","Biotechnology","USA","0.07","2014-01-31","0"
"ALGN","Healthcare","Medical Appliances & Equipment","USA","5.95","2001-01-30","0"
"HOME","Consumer Goods","Home Furnishings & Fixtures","USA","0.63","0000-00-00","0"
"APYX","Healthcare","Medical Instruments & Supplies","USA","0.48",NULL,"0"
"INNT","Healthcare","Biotechnology","USA","0.08",NULL,"0"
"RBKB",,,,NULL,NULL,"0"
"CTRC","Consumer Goods","Textile - Apparel Clothing","USA","0.26",NULL,"0"
"USCR","Industrial Goods","General Building Materials","USA","1.75","2010-10-15","0"
"VMW","Technology","Technical & System Software","USA","5.11","2007-08-15","0"
"JJG","Financial","Exchange Traded Fund","USA","0.50","2007-10-25","0"
"NWL","Consumer Goods","Housewares & Accessories","USA","0.51","1984-07-19","1"
"TLF","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","0.27","1993-09-27","0"
"KURA","Healthcare","Biotechnology","USA","0.70",NULL,"0"
"WOW","Services","CATV Systems","USA","0.25",NULL,"0"
"ON","Technology","Semiconductor - Broad Line","USA","0.69",NULL,"0"
"MYOS","Healthcare","Drugs - Generic","USA","0.08","2010-05-03","0"
"CDTX","Healthcare","Biotechnology","USA","0.19",NULL,"0"
"OSN","Basic Materials","Steel & Iron","China","0.48","2010-12-21","0"
"EGPT","Financial","Exchange Traded Fund","USA","0.51","2010-02-18","0"
"DHXM","Services","Broadcasting - TV","Canada","0.10",NULL,"0"
"SHEN","Technology","Telecom Services - Domestic","USA","1.05","1999-04-26","0"
"SIX","Services","General Entertainment","USA","1.35","2010-05-11","0"
"AWRE","Technology","Application Software","USA","0.13","1996-11-19","0"
"BUY","Financial","Exchange Traded Fund","USA","0.41",NULL,"0"
"CAR","Services","Rental & Leasing Services","USA","1.14","1990-01-12","0"
"ASFI","Services","Business Services","USA","0.23","1995-11-14","0"
"SILK","Healthcare","Medical Appliances & Equipment","USA","2.39",NULL,"0"
"GEC","Financial","Asset Management","USA","0.20",NULL,"0"
"ICCC","Healthcare","Biotechnology","USA","0.25","1995-07-10","0"
"TPL","Financial","Real Estate Development","USA","26.04","1987-12-31","0"
"CRCM","Technology","Internet Information Providers","USA","0.50","2014-01-24","0"
"FUD","Financial","Exchange Traded Fund","USA","0.24","2008-04-04","0"
"CURE","Financial","Exchange Traded Fund","USA","1.95","2011-06-15","0"
"APPN","Technology","Application Software","USA","2.99",NULL,"0"
"IPAR","Consumer Goods","Personal Products","USA","1.60","1991-08-20","0"
"PXS","Services","Shipping","Greece","0.07",NULL,"0"
"FL","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","1.69","1970-01-02","1"
"XENE","Healthcare","Biotechnology","Canada","0.34","2014-11-06","0"
"PHCF","Financial","Asset Management","China","0.27",NULL,"0"
"NL","Services","Industrial Equipment Wholesale","USA","0.19","1983-04-06","0"
"ADAP","Healthcare","Biotechnology","United Kingdom","0.20",NULL,"0"
"TROV","Healthcare","Biotechnology","USA","0.21","2004-07-27","0"
"XENT","Healthcare","Medical Appliances & Equipment","USA","0.76","2014-07-24","0"
"ARKR","Services","Restaurants","USA","0.40","1985-12-13","0"
"KFY","Services","Staffing & Outsourcing Services","USA","1.34","1999-02-11","0"
"LMB","Industrial Goods","Heavy Construction","USA","0.42",NULL,"0"
"NEW","Services","Education & Training Services","China","0.48",NULL,"0"
"PROS","Financial","Property & Casualty Insurance","USA","1.07",NULL,"0"
"FDNI","Financial","Exchange Traded Fund","USA","0.36",NULL,"0"
"SCWX","Technology","Application Software","USA","0.72",NULL,"0"
"PEBK","Financial","Regional - Mid-Atlantic Banks","USA","0.69","1995-08-18","0"
"GFF","Industrial Goods","General Building Materials","USA","0.64","1973-05-03","0"
"SCOR","Services","Business Services","USA","0.28","2007-06-27","0"
"BFAM","Services","Personal Services","USA","3.65","2013-01-25","0"
"MDB","Technology","Application Software","USA","8.73",NULL,"0"
"PDEX","Healthcare","Medical Instruments & Supplies","USA","0.84","1995-08-18","0"
"SCHN","Basic Materials","Steel & Iron","USA","0.84","1993-11-16","0"
"XIN","Financial","Real Estate Development","China","0.11","2007-12-12","0"
"YINN","Financial","Exchange Traded Fund","USA","0.63","2009-12-03","0"
"MPAA","Consumer Goods","Auto Parts","USA","0.74","1994-03-23","0"
"ONCT","Healthcare","Biotechnology","USA","0.42",NULL,"0"
"XONE","Industrial Goods","Diversified Machinery","USA","0.41","2013-02-07","0"
"TQQQ","Financial","Exchange Traded Fund","USA","2.71","2010-02-11","0"
"CSPI","Technology","Information Technology Services","USA","0.57","1990-03-27","0"
"PPSI","Industrial Goods","Industrial Electrical Equipment","USA","0.26","2013-05-01","0"
"PRTS","Services","Specialty Retail, Other","USA","0.11","2007-02-09","0"
"FSFG","Financial","Regional - Midwest Banks","USA","0.64","2008-10-08","0"
"CMG","Services","Restaurants","USA","18.13","2006-01-26","1"
"SHAK","Services","Specialty Eateries","USA","3.85",NULL,"0"
"CORN","Financial","Exchange Traded Fund","USA","0.25","2010-06-09","0"
"BHB","Financial","Regional - Northeast Banks","USA","0.78","1997-09-23","0"
"ISNS","Technology","Scientific & Technical Instruments","USA","0.17","1995-05-05","0"
"ROSE","Basic Materials","Independent Oil & Gas","USA","0.20","2006-02-13","0"
"TANH","Basic Materials","Nonmetallic Mineral Mining","China","0.06",NULL,"0"
"NXST","Services","Broadcasting - TV","USA","3.59","2003-11-25","0"
"CLPS","Technology","Information Technology Services","China","0.30",NULL,"0"
"QUOT","Services","Marketing Services","USA","0.35",NULL,"0"
"NGE","Financial","Exchange Traded Fund","USA","0.26","2013-04-03","0"
"PGTI","Industrial Goods","General Building Materials","USA","0.57","2006-06-28","0"
"PHI","Technology","Telecom Services - Foreign","Philippines","0.61","1973-05-03","0"
"INMB","Healthcare","Biotechnology","USA","0.51",NULL,"0"
"XPEL","Consumer Goods","Auto Parts","USA","1.06",NULL,"0"
"GMDA","Healthcare","Biotechnology","Israel","0.35",NULL,"0"
"PBF","Basic Materials","Oil & Gas Refining & Marketing","USA","0.98","2012-12-13","0"
"RDVT","Technology","Application Software","USA","0.81",NULL,"0"
"PTSI","Services","Trucking","USA","2.28","1990-03-26","0"
"MED","Services","Specialty Retail, Other","USA","4.42","1993-12-31","0"
"RUTH","Services","Restaurants","USA","0.54","2005-08-09","0"
"ELGX","Healthcare","Medical Instruments & Supplies","USA","0.35","1996-06-21","0"
"CTSH","Technology","Information Technology Services","USA","1.19","1998-06-19","1"
"WANT","Financial","Exchange Traded Fund","USA","1.16",NULL,"0"
"PCTY","Technology","Application Software","USA","4.58","2014-03-19","0"
"MGNX","Healthcare","Biotechnology","USA","0.68","2013-10-10","0"
"EVI","Services","Consumer Services","USA","1.57","1990-03-27","0"
"GRIF","Financial","Property Management","USA","1.09","1997-06-18","0"
"SMG","Basic Materials","Agricultural Chemicals","USA","2.52","1992-01-31","0"
"ULTA","Services","Specialty Retail, Other","USA","12.49","2007-10-25","1"
"GCP","Basic Materials","Specialty Chemicals","USA","0.79",NULL,"0"
"BLD","Industrial Goods","General Building Materials","USA","2.65",NULL,"0"
"NIU","Consumer Goods","Auto Manufacturers - Major","China","0.47",NULL,"0"
"MITK","Technology","Application Software","USA","0.29","1995-05-26","0"
"CHNG","Technology","Healthcare Information Services","USA","0.79",NULL,"0"
"MYL","Healthcare","Drugs - Generic","USA","0.92","1987-12-18","1"
"RCKY","Consumer Goods","Textile - Apparel Footwear & Accessories","USA","0.96","1993-02-03","0"
"SIZ","Financial","Exchange Traded Fund","USA","0.16","2011-09-06","0"
"FNKO","Consumer Goods","Toys & Games","USA","1.10",NULL,"0"
"WRTC","Services","Security & Protection Services","USA","0.31",NULL,"0"
"XMX","Financial","Exchange Traded Fund","USA","0.25",NULL,"0"
"BJUN",,,,NULL,NULL,"0"
"MDLQ",,,,NULL,NULL,"0"
"NVR","Industrial Goods","Residential Construction","USA","96.17","1985-07-22","0"
"TRVG","Technology","Internet Information Providers","Germany","0.26",NULL,"0"
"AIT","Services","Industrial Equipment Wholesale","USA","1.64","1984-09-07","0"
"CHIC","Financial","Exchange Traded Fund","USA","0.48",NULL,"0"
"GMAB","Healthcare","Biotechnology","Denmark","0.50",NULL,"0"
"FCCO","Financial","Regional - Southwest  Banks","USA","0.56","1999-03-09","0"
"EBS","Healthcare","Biotechnology","USA","2.53","2006-11-15","0"
"SOIL","Financial","Exchange Traded Fund","USA","0.10","2011-05-26","0"
"FVRR","Services","Business Services","Israel","1.28",NULL,"0"
"HABT","Services","Restaurants","USA","0.29","2014-11-20","0"
"FRPT","Consumer Goods","Food - Major Diversified","USA","1.59","0000-00-00","0"
"MSON","Healthcare","Medical Appliances & Equipment","USA","1.19","1993-03-25","0"
"EXPI","Financial","Property Management","USA","0.50",NULL,"0"
"NFE",,,,NULL,NULL,"0"
"DL","Services","Education & Training Services","China","0.23","2008-07-30","0"
"DLPN","Technology","Internet Information Providers","USA","0.10",NULL,"0"
"TYL","Technology","Technical & System Software","USA","5.42","1987-12-30","0"
"BKD","Healthcare","Long-Term Care Facilities","USA","0.31","2005-11-22","0"
"NXPI","Technology","Semiconductor - Broad Line","Netherlands","2.89","2010-08-06","0"
"ARQL","Healthcare","Biotechnology","USA","0.57","1996-10-16","0"
"VGFO","Financial","Exchange Traded Fund","USA","0.33",NULL,"0"
"BWEN","Industrial Goods","Diversified Machinery","USA","0.17","2005-11-10","0"
"CXE","Financial","Closed-End Fund - Debt","USA","0.10","1989-06-30","0"
"CVEO","Services","Business Services","USA","0.10","2014-05-19","0"
"SBS","Utilities","Water Utilities","Brazil","0.45","2002-05-10","0"
"MLAB","Technology","Scientific & Technical Instruments","USA","8.81","1995-08-18","0"
"PTN","Healthcare","Diagnostic Substances","USA","0.05","1997-10-15","0"
"TMHC","Industrial Goods","Residential Construction","USA","0.58","2013-04-10","0"
"ATXI","Healthcare","Drug Manufacturers - Other","USA","0.19",NULL,"0"
"VIRC","Consumer Goods","Business Equipment","USA","0.11","1992-03-17","0"
"OI","Consumer Goods","Packaging & Containers","USA","0.47","1991-12-11","1"
"ONCY","Healthcare","Biotechnology","Canada","0.09","2001-10-05","0"
"GRBK","Financial","Real Estate Development","USA","0.32","2007-06-20","0"
"IHRT",,,,NULL,NULL,"0"
"VRTU","Technology","Information Technology Services","USA","1.77","2007-08-03","0"
"GTN","Services","Broadcasting - TV","USA","0.75","2002-08-30","0"
"CATO","Services","Apparel Stores","USA","0.64","1987-04-23","0"
"LAIX","Services","Education & Training Services","China","0.44",NULL,"0"
"GENC","Industrial Goods","Farm & Construction Machinery","USA","0.42","2003-07-15","0"
"PMTS","Financial","Credit Services","USA","0.21",NULL,"0"
"QIWI","Financial","Credit Services","Cyprus","0.94","2013-05-03","0"
"DS","Financial","REIT - Diversified","USA","0.19",NULL,"0"
"BJRI","Services","Restaurants","USA","1.40","1996-10-10","0"
"ACHC","Healthcare","Specialized Health Services","USA","0.99","1994-03-04","0"
"JWN","Services","Apparel Stores","USA","1.57","1986-07-09","1"
"TEN","Consumer Goods","Auto Parts","USA","0.85","1982-01-04","0"
"TOL","Industrial Goods","Residential Construction","USA","0.86","1987-12-30","0"
"HNNA","Financial","Asset Management","USA","0.35","2005-03-09","0"
"PECK","Conglomerates","Conglomerates","USA","0.45",NULL,"0"
"BLKB","Technology","Business Software & Services","USA","2.68","2004-07-26","0"
"INGR","Consumer Goods","Processed & Packaged Goods","USA","1.65","1997-12-11","0"
"AAPL","Consumer Goods","Electronic Equipment","USA","4.90","1980-12-12","2"
"NIHD","Technology","Wireless Communications","USA","0.06","2002-11-21","0"
"PPC","Consumer Goods","Food - Major Diversified","USA","0.98","1987-12-30","0"
"ICBK","Financial","Savings & Loans","USA","0.39",NULL,"0"
"KRUS","Services","Restaurants","USA","1.78",NULL,"0"
"ZBH","Healthcare","Medical Appliances & Equipment","USA","2.88",NULL,"1"
"MARA","Services","Business Services","USA","0.13","2012-05-04","0"
"RRGB","Services","Restaurants","USA","1.49","2002-07-19","0"
"PAC","Services","Air Services, Other","Mexico","2.70","2006-02-27","0"
"PAYS","Services","Business Services","USA","1.38",NULL,"0"
"INVA","Healthcare","Biotechnology","USA","0.33",NULL,"0"
"BEDU","Services","Education & Training Services","China","0.45",NULL,"0"
"NXQ","Financial","Closed-End Fund - Debt","USA","0.15","1992-05-21","0"
"PYPE",,,,NULL,NULL,"0"
"RVLV","Services","Specialty Retail, Other","USA","2.02",NULL,"0"
"BEP","Utilities","Diversified Utilities","Canada","0.53","2005-11-15","0"
"WAAS","Utilities","Water Utilities","British Virgin Islands","0.61",NULL,"0"
"UMDD","Financial","Exchange Traded Fund","USA","3.41","2010-02-11","0"
"ASGN","Services","Staffing & Outsourcing Services","USA","1.69","1992-09-23","0"
"AKTS","Technology","Communication Equipment","USA","0.40",NULL,"0"
